# The verification lens: which station of a request each requirement of the
# checked-in standard applies to. One row per requirement id, TAB separated:
#
#   <requirement id><TAB><station>[,<station>...]
#
# Stations: admission, evidence, resolution, authority, scope, effect.
# "none" means the requirement is not a question about one request's path through
# the system - a documentation obligation, a dependency-currency rule or a
# deployment property - and no station is asked it.
#
# The classification is authored per SECTION of the standard and written out per
# id, because the id is what an answer cites and what a version bump moves. Every
# id in the checked-in export must appear here or the lens refuses to load, and
# the row count is checked against the declared count at build time.
#
# This table holds ids and classifications only. Requirement text lives in the
# ingested export and is never reproduced here - see NOTICE for the attribution
# that text carries.
V14.2.6	scope,effect
V14.2.7	scope,effect
V14.2.8	scope,effect
V14.3.1	effect
V14.3.2	effect
V14.3.3	effect
V15.1.1	none
V15.1.2	none
V15.1.3	none
V15.1.4	none
V15.1.5	none
V15.2.1	none
V15.2.2	none
V15.2.3	none
V15.2.4	none
V15.2.5	none
V15.3.1	effect
V15.3.2	effect
V15.3.3	effect
V15.3.4	effect
V15.3.5	effect
V15.3.6	effect
V15.3.7	effect
V15.4.1	effect
V15.4.2	effect
V15.4.3	effect
V15.4.4	effect
V16.1.1	none
V16.2.1	effect
V16.2.2	effect
V16.2.3	effect
V16.2.4	effect
V16.2.5	effect
V16.3.1	effect
V16.3.2	effect
V16.3.3	effect
V16.3.4	effect
V16.4.1	effect
V16.4.2	effect
V16.4.3	effect
V16.5.1	effect
V16.5.2	effect
V16.5.3	effect
V16.5.4	effect
V17.1.1	admission
V17.1.2	admission
V17.2.1	effect
V17.2.2	effect
V17.2.3	effect
V17.2.4	effect
V17.2.5	effect
V17.2.6	effect
V17.2.7	effect
V17.2.8	effect
V17.3.1	admission
V17.3.2	admission
